"","year","month","max_temp","min_temp","mean_temp","rain_mm","snow_cm","hot_days","cold_days","winter_rain"
0,1874,6.526027397260274,9.366849315068494,0.9263013698630174,5.1509589041095865,681.3999999999995,307.8000000000002,1.0,26.0,117.60000000000001
1,1875,6.526027397260274,7.960000000000002,-0.4873972602739727,3.7391780821917813,706.5000000000001,301.20000000000016,2.0,34.0,24.099999999999998
2,1876,6.5136612021857925,9.514480874316936,1.3669398907103816,5.4480874316939945,685.8210382513657,362.806010928962,11.967213114754099,23.934426229508198,58.73907103825137
3,1877,6.526027397260274,11.428099173553715,3.012396694214876,7.229201101928379,606.3223140495869,194.36501377410474,2.9999999999999996,9.0,35.3939393939394
4,1878,6.526027397260274,11.502739726027393,3.5065753424657493,7.517260273972609,825.4,282.00000000000006,7.0,10.0,85.9
5,1879,6.526027397260274,9.94368131868132,0.4184065934065916,5.186263736263734,577.5824175824177,390.4697802197804,1.0,19.0,41.31318681318681
6,1880,6.5136612021857925,11.099180327868847,1.073497267759563,6.092076502732236,749.0478142076505,277.3401639344264,0.0,9.972677595628415,66.91666666666666
7,1881,6.526027397260274,11.158082191780816,2.0589041095890415,6.6202739726027335,634.6999999999998,193.00000000000006,5.999999999999999,17.0,134.10000000000002
8,1882,6.526027397260274,9.817808219178085,1.2953424657534238,5.566575342465755,671.0999999999999,283.20000000000016,5.0,19.0,31.000000000000004
9,1883,6.526027397260274,8.947123287671234,-0.19698630136986767,4.381643835616437,682.8000000000001,293.7000000000001,0.0,31.0,47.800000000000004
10,1884,6.5136612021857925,9.8068306010929,0.9327868852459033,5.376775956284153,728.0054644808743,345.45355191256846,10.969945355191257,31.91256830601093,98.43032786885244
11,1885,6.526027397260274,8.604657534246575,-0.05369863013698748,4.281095890410957,724.5999999999997,422.3000000000002,1.0,35.0,76.0
12,1886,6.526027397260274,9.723835616438354,0.8361643835616457,5.2865753424657616,682.7,294.6,1.0,33.0,91.70000000000002
13,1887,6.526027397260274,9.564931506849307,0.5890410958904164,5.08164383561644,536.6000000000004,428.40000000000015,8.0,30.0,94.3
14,1888,6.5136612021857925,8.593989071038246,0.3224043715846962,4.466120218579237,780.8606557377047,336.47814207650293,2.9918032786885247,33.907103825136616,53.15437158469945
15,1889,6.526027397260274,10.275890410958901,2.17041095890411,6.231232876712329,879.7999999999997,300.6000000000002,2.0,11.999999999999998,135.20000000000002
16,1890,6.526027397260274,9.432328767123286,0.7202739726027383,5.084383561643837,860.8999999999997,290.7000000000002,7.0,29.000000000000004,115.29999999999998
17,1891,6.526027397260274,11.247527472527468,2.092857142857142,6.677747252747251,709.2431318681319,211.3791208791209,5.0,11.999999999999998,128.65247252747253
18,1892,6.5136612021857925,9.885792349726776,1.7251366120218563,5.813114754098367,688.3142076502731,386.4412568306013,4.9863387978142075,20.942622950819672,38.793715846994544
19,1893,6.526027397260274,9.67068493150685,0.7112328767123303,5.198082191780822,766.1,266.80000000000007,4.0,41.0,34.1
20,1894,6.526027397260274,11.023561643835613,1.8676712328767109,6.456712328767125,613.3000000000002,180.1,4.0,17.0,39.8
21,1895,6.526027397260274,10.570410958904107,1.814794520547943,6.201643835616444,809.6999999999997,175.10000000000002,2.0,17.0,88.69999999999999
22,1896,6.5136612021857925,9.640163934426232,1.1975409836065594,5.425683060109291,747.252732240437,269.46174863387995,4.9863387978142075,23.934426229508198,10.870218579234972
23,1897,6.526027397260274,10.084931506849312,1.6465753424657572,5.8758904109589,681.6,320.20000000000016,8.0,14.0,92.80000000000003
24,1898,6.526027397260274,10.980273972602738,2.633150684931509,6.817260273972601,754.5999999999997,376.80000000000024,5.999999999999999,16.0,53.6
25,1899,6.526027397260274,10.573972602739728,2.150958904109588,6.372328767123288,835.7999999999998,272.1000000000001,4.0,17.0,125.0
26,1900,6.526027397260274,10.424657534246569,1.8621917808219202,6.149863013698635,877.5999999999995,444.3000000000003,2.9999999999999996,22.0,131.00000000000003
27,1901,6.526027397260274,10.268219178082187,2.2613698630136962,6.272054794520544,896.9,318.3000000000001,11.0,19.0,80.19999999999999
28,1902,6.526027397260274,10.326849315068493,2.118356164383558,6.232876712328766,903.0999999999993,285.6000000000001,0.0,19.0,58.199999999999996
29,1903,6.526027397260274,10.613150684931504,2.0090410958904097,6.319178082191779,632.4,286.70000000000033,2.0,18.0,86.7
30,1904,6.5136612021857925,8.265300546448087,0.16475409836066157,4.222131147540982,820.9508196721305,312.4439890710383,0.9972677595628415,43.87978142076503,21.042349726775953
31,1905,6.526027397260274,9.540000000000001,1.3126027397260318,5.4378082191780805,630.8,330.90000000000015,2.0,26.0,30.9
32,1906,6.526027397260274,10.500273972602745,1.9989041095890419,6.254794520547946,651.5000000000001,309.7,2.9999999999999996,21.0,94.80000000000001
33,1907,6.526027397260274,9.090410958904098,1.1501369863013668,5.127671232876714,700.6000000000004,336.90000000000015,4.0,21.0,79.9
34,1908,6.5136612021857925,10.459289617486336,1.8207650273224056,6.147267759562842,643.6366120218577,436.2049180327871,5.983606557377049,23.934426229508198,64.224043715847
35,1909,6.526027397260274,9.947123287671225,2.245753424657531,6.1041095890410935,785.9999999999997,240.70000000000016,4.0,13.0,120.2
36,1910,6.526027397260274,10.399178082191778,2.646027397260277,6.532876712328772,782.7999999999993,280.60000000000014,1.0,19.0,54.69999999999999
37,1911,6.526027397260274,10.796986301369854,2.4052054794520537,6.608219178082195,656.8,275.30000000000007,18.0,19.0,84.0
38,1912,6.5136612021857925,9.280601092896179,1.3040983606557357,5.298633879781422,817.6598360655737,303.9672131147543,8.975409836065573,27.923497267759565,51.95765027322404
39,1913,6.526027397260274,11.44958904109589,2.741643835616437,7.106301369863018,815.9999999999994,250.90000000000006,5.0,10.0,83.69999999999996
40,1914,6.526027397260274,9.786575342465756,1.0684931506849347,5.432876712328764,521.1000000000003,310.8000000000001,8.0,30.0,43.7
41,1915,6.526027397260274,11.32684931506848,3.1364383561643816,7.240547945205488,576.1000000000004,167.4,4.0,9.0,153.9
42,1916,6.5136612021857925,10.412021857923502,1.9060109289617517,6.168032786885249,734.587431693989,249.51639344262304,14.959016393442623,20.942622950819672,115.68306010928963
43,1917,6.526027397260274,8.385479452054797,0.14602739726027653,4.275616438356165,843.4,292.6,7.0,37.0,53.00000000000001
44,1918,6.526027397260274,9.879452054794521,1.5356164383561672,5.717260273972604,899.8999999999999,301.00000000000006,4.0,25.0,86.8
45,1919,6.526027397260274,10.489041095890407,2.1810958904109587,6.343835616438352,759.0999999999999,266.9000000000001,11.0,11.999999999999998,33.7
46,1920,6.5136612021857925,10.357650273224042,2.1382513661202185,6.2562841530054625,719.3292349726776,320.1229508196724,3.989071038251366,26.92622950819672,111.59426229508198
47,1921,6.526027397260274,11.978904109589047,3.039726027397265,7.5183561643835635,623.7,164.4,21.0,11.0,50.39999999999999
48,1922,6.526027397260274,10.656986301369864,2.180821917808221,6.427945205479452,744.3999999999997,192.60000000000005,1.0,21.0,35.5
49,1923,6.526027397260274,9.939999999999992,1.2202739726027443,5.589589041095888,773.5999999999999,280.50000000000006,5.0,22.0,62.499999999999986
50,1924,6.5136612021857925,9.845628415300558,1.406284153005463,5.633333333333337,891.0587431693988,290.80327868852476,0.0,18.94808743169399,77.78688524590163
51,1925,6.526027397260274,10.146849315068495,1.6780821917808226,5.923835616438359,771.9,296.1000000000001,5.0,21.0,93.89999999999999
52,1926,6.526027397260274,9.08246575342466,0.8419178082191784,4.967397260273976,759.7999999999998,376.8000000000004,2.9999999999999996,18.0,22.400000000000002
53,1927,6.526027397260274,10.735068493150683,2.534246575342468,6.646027397260272,990.1,258.3,0.0,15.0,79.39999999999998
54,1928,6.5136612021857925,10.386885245901638,2.27486338797814,6.338524590163935,820.8510928961745,281.22950819672144,5.983606557377049,12.964480874316939,55.34836065573769
55,1929,6.526027397260274,10.467397260273973,2.0104109589041106,6.249041095890405,955.8999999999995,314.40000000000015,11.0,16.0,73.59999999999998
56,1930,6.526027397260274,11.282191780821933,2.9613698630136938,7.130410958904113,712.4999999999994,187.70000000000002,5.999999999999999,13.0,87.19999999999999
57,1931,6.526027397260274,12.478082191780818,3.9813698630136987,8.24328767123288,811.5000000000003,216.90000000000003,17.0,11.999999999999998,49.2
58,1932,6.5136612021857925,11.20109289617486,3.048087431693985,7.133060109289611,902.527322404371,307.9562841530055,3.989071038251366,10.969945355191257,140.2158469945355
59,1933,6.526027397260274,10.683013698630148,2.5156164383561657,6.606027397260274,748.6,322.0000000000002,9.0,16.0,54.19999999999998
60,1934,6.526027397260274,9.697260273972601,1.8175342465753366,5.765205479452049,728.3000000000001,205.90000000000006,4.0,40.0,33.0
61,1935,6.526027397260274,9.853698630136984,2.2369863013698623,6.054794520547948,884.6999999999996,186.39999999999998,9.0,34.0,86.79999999999998
62,1936,6.5136612021857925,10.023770491803273,1.9355191256830613,5.9885245901639275,997.5669398907092,305.6625683060111,1.994535519125683,29.918032786885245,58.34016393442622
63,1937,6.526027397260274,11.24493150684932,3.6621917808219178,7.465205479452058,928.0999999999997,274.50000000000006,5.999999999999999,11.0,126.50000000000001
64,1938,6.526027397260274,11.07917808219178,3.2646575342465707,7.18054794520548,884.8000000000004,205.8000000000001,9.0,20.0,114.69999999999997
65,1939,6.526027397260274,10.044109589041092,2.087397260273973,6.0734246575342405,796.4999999999995,296.60000000000014,5.0,14.0,101.99999999999999
66,1940,6.5136612021857925,9.70601092896176,2.154371584699451,5.93989071038251,662.5846994535519,267.1680327868853,1.994535519125683,15.956284153005464,68.41256830601093
67,1941,6.526027397260274,11.253424657534254,2.855342465753427,7.06273972602739,647.9000000000002,191.90000000000012,7.0,14.0,71.8
68,1942,6.526027397260274,11.201643835616439,3.0035616438356145,7.110136986301371,713.8999999999999,318.3000000000002,5.0,16.0,75.30000000000001
69,1943,6.526027397260274,9.592602739726026,1.6613698630136948,5.634246575342471,777.1999999999987,275.20000000000016,4.0,28.0,24.800000000000004
70,1944,6.5136612021857925,11.062841530054646,2.7745901639344286,6.928961748633878,563.4562841530053,275.64480874316945,14.959016393442623,14.959016393442623,25.43032786885246
71,1945,6.526027397260274,11.004383561643847,2.9073972602739713,6.963835616438353,1059.5999999999997,170.70000000000005,4.0,21.0,62.6
72,1946,6.526027397260274,11.603013698630138,2.8024657534246544,7.216438356164381,876.3999999999995,253.99999999999997,5.999999999999999,20.0,91.89999999999998
73,1947,6.526027397260274,10.781095890410963,2.9049315068493127,6.852328767123288,827.8999999999999,295.6000000000002,8.0,17.0,103.7
74,1948,6.5136612021857925,11.269398907103833,3.1762295081967227,7.233879781420773,797.8142076502728,156.6707650273224,5.983606557377049,17.950819672131146,64.62295081967213
75,1949,6.526027397260274,12.186027397260277,3.889589041095892,8.04767123287671,732.6999999999996,227.2000000000001,20.0,4.0,151.3
76,1950,6.526027397260274,10.678356164383567,2.9975342465753427,6.848767123287667,791.7999999999998,299.50000000000017,2.9999999999999996,20.0,123.6
77,1951,6.526027397260274,10.952602739726029,3.515342465753424,7.245205479452053,846.0999999999992,299.1000000000002,0.0,15.0,85.19999999999997
78,1952,6.5136612021857925,11.529781420765037,4.159016393442622,7.855464480874321,978.4193989071032,221.69262295081984,4.9863387978142075,7.978142076502732,135.82786885245903
79,1953,6.526027397260274,12.538082191780823,4.933972602739725,8.751232876712319,779.5999999999995,142.6,10.0,5.0,129.2
80,1954,6.526027397260274,10.413424657534241,3.333424657534246,6.882739726027405,958.3999999999993,347.30000000000007,0.0,17.0,95.60000000000001
81,1955,6.526027397260274,11.547397260273973,3.7832876712328787,7.672054794520551,600.1000000000003,199.40000000000003,27.0,19.0,17.9
82,1956,6.5136612021857925,10.70382513661202,2.9040983606557393,6.813934426229511,612.5218579234968,228.67349726775964,2.9918032786885247,5.983606557377049,31.713114754098367
83,1957,6.526027397260274,11.83671232876712,3.8167123287671223,7.837808219178085,851.5999999999996,131.39999999999995,8.0,15.0,154.7
84,1958,6.526027397260274,10.54356164383562,2.9986301369862995,6.782465753424657,804.7999999999995,344.50000000000017,1.0,28.0,27.200000000000003
85,1959,6.526027397260274,11.563835616438354,3.6019178082191763,7.593150684931506,619.9000000000002,288.9000000000001,16.0,18.0,72.0
86,1960,6.5136612021857925,11.551639344262295,3.927595628415303,7.749726775956286,697.688524590164,279.9330601092898,3.989071038251366,7.978142076502732,65.22131147540985
87,1961,6.526027397260274,11.457808219178077,3.7369863013698623,7.609315068493152,722.7999999999997,239.8000000000001,5.999999999999999,16.0,88.09999999999998
88,1962,6.526027397260274,11.0758904109589,3.2175342465753407,7.156164383561645,604.1000000000001,299.4000000000002,2.9999999999999996,14.0,44.099999999999994
89,1963,6.526027397260274,11.011232876712322,2.93753424657534,6.982465753424658,821.9999999999997,226.8000000000001,9.0,20.0,8.4
90,1964,6.5136612021857925,12.151092896174871,3.8959016393442667,8.034426229508199,646.0300546448084,181.60245901639348,9.972677595628415,2.9918032786885247,113.0901639344262
91,1965,6.526027397260274,11.18438356164384,3.0676712328767035,7.1347945205479535,815.4999999999994,221.80000000000007,4.0,10.0,81.09999999999998
92,1966,6.526027397260274,11.231780821917798,3.8942465753424655,7.577260273972598,742.7,246.70000000000022,5.0,14.0,102.0
93,1967,6.526027397260274,11.032876712328761,3.2161643835616434,7.135342465753425,728.0000000000001,169.0,2.9999999999999996,14.0,76.6
94,1968,6.5136612021857925,10.911202185792343,3.2229508196721315,7.078688524590166,643.9357923497266,275.44535519125685,5.983606557377049,30.915300546448087,32.1120218579235
95,1969,6.526027397260274,10.917808219178083,4.060821917808216,7.498082191780823,823.2999999999998,218.89999999999995,8.0,10.0,94.19999999999999
96,1970,6.526027397260274,11.100821917808224,3.4554945054945065,7.313186813186813,610.5,273.6,17.0,28.0,22.2
97,1971,6.526027397260274,11.193424657534258,3.6013736263736256,7.420879120879123,602.3000000000002,349.80000000000024,8.0,20.0,79.2
98,1972,6.5136612021857925,10.159562841530056,2.8005494505494513,6.50851648351648,929.9521857923494,365.7978142076504,6.980874316939891,17.950819672131146,74.59562841530054
99,1973,6.526027397260274,12.215616438356168,4.861643835616436,8.550136986301375,1007.2999999999995,233.90000000000003,14.0,13.0,180.89999999999998
100,1974,6.526027397260274,10.539726027397267,3.3728767123287664,6.965753424657538,809.4999999999995,226.20000000000002,2.0,14.0,105.2
101,1975,6.526027397260274,11.998904109589034,4.3742465753424655,8.197260273972612,914.5999999999996,282.6,19.0,10.0,80.7
102,1976,6.5136612021857925,10.497267759562838,2.4218579234972677,6.466939890710386,902.7267759562836,244.62978142076514,5.983606557377049,26.92622950819672,109.20081967213116
103,1977,6.526027397260274,11.20356164383563,4.011813186813183,7.597527472527475,821.5999999999997,217.10000000000002,9.0,17.0,16.6
104,1978,6.526027397260274,10.531232876712343,2.9150684931506823,6.7320547945205425,737.2999999999998,263.90000000000003,11.0,21.0,89.89999999999998
105,1979,6.526027397260274,11.356164383561646,4.164010989010984,7.772252747252751,893.3999999999993,131.39999999999998,7.0,23.0,96.69999999999999
106,1980,6.5136612021857925,10.452732240437157,3.0724043715846996,6.771584699453557,814.0696721311475,143.30737704918027,1.994535519125683,20.942622950819672,51.85792349726777
107,1981,6.526027397260274,11.511506849315069,4.526648351648351,8.0629120879121,1001.5000000000003,170.99999999999997,2.0,17.0,95.99999999999999
108,1982,6.526027397260274,10.956164383561644,3.155342465753425,7.066849315068503,778.3000000000004,177.89999999999998,7.0,22.0,90.00000000000001
109,1983,6.526027397260274,11.604931506849319,4.2483516483516475,7.945054945054962,1017.1999999999998,305.50000000000006,17.0,13.0,178.8
110,1984,6.5136612021857925,11.488524590163935,3.80327868852459,7.658469945355206,700.5806010928967,192.77185792349727,6.980874316939891,22.937158469945356,47.17076502732241
111,1985,6.526027397260274,10.578356164383562,3.1239010989010985,6.881318681318688,712.4,242.10000000000002,2.9999999999999996,23.999999999999996,66.9
112,1986,6.526027397260274,10.86986301369863,3.302739726027397,7.09780821917809,880.6000000000005,230.00000000000003,1.0,13.0,95.0
113,1987,6.526027397260274,11.854794520547943,4.589531680440771,8.26859504132233,750.1999999999998,200.69999999999996,11.0,11.999999999999998,12.600000000000001
114,1988,6.5136612021857925,11.51475409836066,3.604918032786886,7.571857923497279,700.181693989071,174.422131147541,17.950819672131146,15.956284153005464,45.67486338797816
115,1989,6.526027397260274,10.743287671232874,2.7406593406593402,6.75192307692309,771.2000000000003,223.49999999999994,10.0,28.0,36.6
116,1990,6.526027397260274,12.153424657534247,4.750684931506849,8.46301369863015,1010.3999999999999,182.79999999999995,4.0,7.0,190.69999999999996
117,1991,6.526027397260274,12.104383561643834,4.239999999999999,8.18356164383563,742.0000000000001,212.09999999999994,8.0,13.0,50.70000000000001
118,1992,6.5136612021857925,10.33606557377049,2.61639344262295,6.487158469945367,836.3087431693992,172.02868852459017,0.0,18.94808743169399,96.73497267759568
119,1993,6.526027397260274,10.610404624277455,1.4985549132947997,6.063872832369941,840.9811594202899,291.68352601156056,5.999999999999999,23.0,114.68405797101447
120,1994,6.526027397260274,10.725479452054799,1.5372602739726002,6.1438356164383565,711.5999999999998,257.60000000000014,5.999999999999999,30.0,47.6
121,1995,6.526027397260274,11.257909604519767,1.8305322128851589,6.514814814814816,876.0,272.5999999999999,14.0,15.0,67.60000000000001
122,1996,6.5136612021857925,11.329508196721308,2.3863387978142074,6.867213114754097,928.7554644808747,131.24043715846992,1.994535519125683,15.956284153005464,152.98087431693983
123,1997,6.526027397260274,11.136712328767123,2.614520547945203,6.884657534246575,764.6999999999997,351.5999999999999,7.0,9.0,77.7
124,1998,6.526027397260274,13.17534246575343,4.904931506849309,9.054520547945211,673.7458791208793,160.39999999999995,10.0,7.0,100.97664835164834
125,1999,6.526027397260274,12.849041095890422,4.407945205479453,8.641369863013697,769.1000000000001,172.17170329670324,20.0,9.0,107.10000000000002
126,2000,6.5136612021857925,10.868493150684937,2.9709589041095885,6.930410958904106,675.948087431694,296.0887978142077,0.9972677595628415,17.950819672131146,63.22677595628414
127,2001,6.526027397260274,12.909863013698638,4.531868131868129,8.747252747252752,536.9000000000001,225.50000000000006,20.0,2.0,60.400000000000006
128,2002,6.526027397260274,12.174520547945212,3.8238356164383562,8.00986301369863,595.8000000000002,205.70000000000002,16.0,2.9999999999999996,45.199999999999996
129,2003,6.526027397260274,10.716164383561647,2.693956043956044,6.737087912087915,929.9000000000002,181.70000000000005,5.0,22.0,112.4
130,2004,6.5136612021857925,10.907377049180317,2.530874316939887,6.727322404371588,745.1584699453553,133.43442622950823,0.9972677595628415,25.928961748633878,82.17486338797814
131,2005,6.526027397260274,12.029041095890417,4.000000000000003,8.024657534246577,1034.6000000000001,188.80000000000004,18.0,11.0,37.8
132,2006,6.526027397260274,12.416986301369855,4.680273972602738,8.564931506849314,1225.1999999999996,122.30000000000003,8.0,4.0,211.20000000000002
133,2007,6.526027397260274,11.375616438356168,3.2728767123287694,7.333424657534242,664.7,325.8999999999999,11.0,21.0,52.4
134,2008,6.5136612021857925,11.706557377049174,3.6131147540983624,7.668306010928958,736.7814207650272,341.2650273224044,7.978142076502732,11.967213114754099,124.06010928961747
135,2009,6.526027397260274,11.36493150684932,3.4761643835616423,7.434246575342463,801.6000000000001,173.1,7.0,15.0,111.79999999999998
136,2010,6.526027397260274,12.714520547945225,5.141643835616436,8.93917808219178,999.7999999999998,202.59999999999994,11.999999999999998,4.0,86.39999999999999
137,2011,6.526027397260274,12.310136986301377,4.52054794520548,8.427123287671236,1099.3999999999999,186.19999999999996,11.0,11.0,111.6
138,2012,6.5136612021857925,13.219945355191264,4.938797814207652,9.091256830601104,723.8169398907107,192.40000000000003,14.959016393442623,2.9918032786885247,105.51092896174862
139,2013,6.526027397260274,11.557260273972604,3.7060273972602764,7.640821917808216,702.4863221884499,167.52279635258358,7.0,19.0,34.83586626139817
140,2014,6.526027397260274,11.399999999999988,3.5831955922865033,7.498347107438018,853.5151933701661,184.2,7.0,13.0,99.11464088397791
141,2015,6.526027397260274,12.108493150684927,3.5706849315068494,7.8506849315068505,899.4346590909101,191.29639889196676,11.999999999999998,19.0,104.31534090909092
142,2016,6.5136612021857925,12.756284153005476,4.331693989071035,8.554098360655738,848.2479338842975,191.99999999999997,15.956284153005464,4.9863387978142075,125.08539944903582
143,2017,6.526027397260274,12.083013698630133,4.142739726027401,8.123561643835613,1037.5125000000005,237.60387811634354,8.0,15.0,99.05694444444445
144,2018,6.526027397260274,11.963287671232873,3.8602739726027417,7.9153424657534215,814.6318681318681,251.37570621468922,20.0,8.0,157.83241758241758
